ru_only_count,eu_only_count,common_count,ru_only_list,eu_only_list,common_list
114,19,6,libEnhancementLibShared.so;libTransform.so;libapp_services.so;libappmetrica-native-runner.so;libappmetrica-native.so;libappmetrica-service-native.so;libappmetrica_crashpad_handler.so;libarcore_sdk_c.so;libarcore_sdk_jni.so;libbarhopper_v3.so;libbio_sdk.so;libbio_sdk_jni.so;libbms_fp.so;libcheckroot.so;libcore_dump_watchdog.so;libcrashlytics-common.so;libcrashlytics-handler.so;libcrashlytics-trampoline.so;libcrashlytics.so;libcrashpad-api.so;libcrashpad_handler.so;libcrypt_known_path.so;libcrypto-1.1.so;libcspjni.so;libdgismap-10.8.0.so;libdigirub.so;libdpboot.cj46.so;libdsswrapper.so;libface_detector_v2_jni.so;libfbjni.so;libffmpg.so;libgifimage.so;libgleff.so;libgtc4core.so;libhashfile.so;libhermes.so;libhermestooling.so;libi.so;libimagepipeline.so;libindoorssdk.so;libitp11gost.so;libjingle_peerconnection_so.so;libjlottie.so;libjniPdfium.so;libjniidengine.so;libjnimultiengine.so;libjsctooling.so;libjsi.so;libkfp-jni-lib.so;libmaplibre.so;libmaps-mobile.so;libmodft2.so;libmodpdfium.so;libmodpng.so;libnative-filters.so;libnative-imagetranscoder.so;liboggopus_java_bind_lib.so;libonnxruntime.so;libpkcs11_vccc.so;libpki.so;libprotector.cj46.so;libqr_scanner_cpp.so;libqr_scanner_jni.so;libqrcode.so;libquickjs.so;libreactnative.so;librenderscript-toolkit.so;librnscreens.so;librnworklets.so;librooot.so;libroot.so;librtconnection.so;librtpcsc.so;librtpkcs11ecp.so;libsalutevision.so;libscertui.so;libsentry-android.so;libsentry.so;libsofttoken_pkcs11.so;libsofttoken_pkcs11_session.so;libspki.so;libspki1.so;libspkissl.so;libspotter_java_bind_lib.so;libsqlcipher.so;libssl-1.1.so;libstatic-webp.so;libsupport.so;libtensorflowlite.so;libtensorflowlite_jni.so;libtiff.so;libtiffconverter.so;libtifffactory.so;libtiffsaver.so;libtinkoff_av_opus_utils.so;libtoolChecker.so;libtracernative.so;libucrop.so;libucs-credential.so;libuprngm.so;libvdcsp.so;libvdkdevs.so;libvdkeys00.so;libvdkeys16.so;libvdkeys17.so;libvdrand01.so;libvdrand16.so;libvoicekit.so;libvoicekit_wrapper.so;libwebrtc-lib.so;libwrapper.so;libyuv.so;libz.so;libzstd-jni-1.5.6-6.so,libPhoenixAndroid.so;libachilles-jni.so;libappcomponentfactory-jni.so;libapplovin-native-crash-reporter.so;libbreakpad.so;libbreakpad_cpp_helper.so;libdextricks-early.so;libdistract-config.so;libe653.so;libeef0.so;libfbunwindstack.so;liblanguage_id_l2c_jni.so;libsqlitejni.so;libsuperpack-jni.so;libsuperpack_common.so;libtensorflowlite_jni_gms_client.so;libtmessages.49.so;libunwindstack_binary.so;libxplat_superpack_portability_c_portabilityAndroid.so,libandroidx.graphics.path.so;libc++_shared.so;libdatastore_shared_counter.so;libimage_processing_util_jni.so;libsigner.so;libsurface_util_jni.so
